iter,dual,phi,best_dual,best_phi,best_primal,gap,rel_gap,subgrad_norm,direction_norm,nu,alpha,zeta,phi_level,delta,vertex_primal,weak_duality_margin,lambda_norm,radius
95.0,-10.219585548945702,10.219585548945702,-10.210972143974523,10.210972143974523,-10.198451984445363,0.012520159529159969,0.0012276529367648802,2.459317263170882,0.15320999025115806,0.016431503375537605,0.1,0.016408698255563597,10.108374308766008,0.10259783520851541,-4.171344148015385,6.0482414009303165,2.394216795213308,63.46818682968101
100.0,-10.215736507655384,10.215736507655384,-10.210972143974523,10.210972143974523,-10.198679574722274,0.012292569252249308,0.0012053098797923606,1.4260558058351716,0.2162080726516434,0.015811388300841896,0.1,0.01541948339559465,10.110972143974523,0.1,-8.182101346299184,2.0336351613562,2.3962753329850637,63.46818682968101
105.0,-10.220729991266674,10.220729991266674,-10.210972143974523,10.210972143974523,-10.19902282250898,0.011949321465543505,0.0011716143471285957,1.600719978795441,0.15533489722389,0.01524326606163657,0.1,0.006060685104907177,10.11338213667967,0.09759000729485333,-7.658425540751798,2.562304450514876,2.396071228532793,63.46818682968101
110.0,-10.214528138187829,10.214528138187829,-10.210972143974523,10.210972143974523,-10.19902282250898,0.011949321465543505,0.0011716143471285957,1.779639766428491,0.2967403947409104,0.014720599274838026,0.1,0.015633745735515493,10.115625885049964,0.09534625892455924,-7.047410439934173,3.167117698253656,2.4009869197092546,63.46818682968101
115.0,-10.215728560051753,10.215728560051753,-10.210972143974523,10.210972143974523,-10.199285549158937,0.011686594815586204,0.0011458248481483015,1.5265847551237017,0.22182423552261774,0.014237922480965446,0.1,0.010157303768207665,10.117721663150492,0.09325048082403138,-7.885267545475663,2.3304610145760902,2.3985069588782237,63.46818682968101
120.0,-10.212795049200698,10.212795049200698,-10.210972143974523,10.210972143974523,-10.199457198442511,0.011514945532011822,0.0011289763080500196,1.9690064360710566,0.16757591558519416,0.013790628831861971,0.1,0.009171236548179992,10.119685051056996,0.09128709291752768,-6.335808703911453,3.8769863452892457,2.401886339165357,63.46818682968101
125.0,-10.209542659202839,10.209542659202839,-10.209542659202839,10.209542659202839,-10.199457198442511,0.010085460760327791,0.0009888232838378764,2.1939322673776736,0.22605625390552772,0.01337480609952844,0.1,0.00888737704351987,10.120099940102847,0.08944271909999159,-5.3962038653618976,4.813338793840941,2.403023301050031,63.46818682968101
130.0,-10.208996645525508,10.208996645525508,-10.20836558969667,10.20836558969667,-10.19978285683306,0.008582732863610332,0.0008414623119021175,1.7665946876993441,0.28457917859329224,0.01298710913609685,0.1,0.009189345895396394,10.120659787765968,0.08770580193070293,-7.088139854917966,3.120856790607542,2.4050088771708094,63.46818682968101
135.0,-10.209207950906425,10.209207950906425,-10.20836558969667,10.20836558969667,-10.19985528234964,0.008510307347030732,0.0008343556953947582,1.5746195278039854,0.21400363376897366,0.012624659627416658,0.1,0.003979674548438988,10.122299293114283,0.08606629658238704,-7.729781293564778,2.479426657341647,2.4057492434145833,63.46818682968101
140.0,-10.209404029805997,10.209404029805997,-10.20836558969667,10.20836558969667,-10.19985528234964,0.008510307347030732,0.0008343556953947582,2.5576735460480546,0.30398990663486897,0.012284966529465688,0.1,0.012882241178531765,10.12385016422382,0.08451542547285165,-3.6677100616519693,6.541693968154028,2.4073304120264147,63.46818682968101
145.0,-10.211163526708464,10.211163526708464,-10.20836558969667,10.20836558969667,-10.20019862629485,0.008166963401821548,0.0008006670949297131,1.6085986692758092,0.10997219677043765,0.011965862351573039,0.1,0.004835772214916855,10.125320109842932,0.08304547985373997,-7.623573847912563,2.5875896787959016,2.4023065175881624,63.46818682968101
150.0,-10.208433770400761,10.208433770400761,-10.20836558969667,10.20836558969667,-10.20019862629485,0.008166963401821548,0.0008006670949297131,1.4234930361970783,0.2384902764932117,0.01166545170526861,0.1,0.010570840156460305,10.126715931603899,0.08164965809277261,-8.182101346299184,2.026332424101577,2.4074392548739767,63.46818682968101
155.0,-10.210408042149016,10.210408042149016,-10.208236607221309,10.208236607221309,-10.200392603293967,0.007844003927342413,0.0007689903940373221,1.344159582777789,0.17209216585714712,0.011382069436692668,0.1,0.005585279789803183,10.127914674331059,0.08032193289024989,-8.403643058175657,1.806764983973359,2.4082713602409673,63.46818682968101
160.0,-10.208404323272676,10.208404323272676,-10.207441296377052,10.207441296377052,-10.200392603293967,0.007048693083085311,0.0006910217436933857,1.9840691514416573,0.18897848010209073,0.011114246312743267,0.1,0.010345968316406063,10.128384354872843,0.07905694150420949,-6.271873925570258,3.936530397702418,2.413226967487985,63.46818682968101
165.0,-10.20917073669319,10.20917073669319,-10.207441296377052,10.207441296377052,-10.200392603293967,0.007048693083085311,0.0006910217436933857,1.1246902758764428,0.23756733815409195,0.010860680709744608,0.1,0.00804831058841116,10.1295914019609,0.0778498944161523,-8.94424252004216,1.2649282166510307,2.4106835979630308,63.46818682968101
170.0,-10.21049256553132,10.21049256553132,-10.207441296377052,10.207441296377052,-10.200392603293967,0.007048693083085311,0.0006910217436933857,1.555052455327867,0.13889367208096265,0.010620215108374345,0.1,0.006240685419024597,10.130744797492316,0.07669649888473704,-7.792304426710091,2.418188138821229,2.4124389966433544,63.46818682968101
175.0,-10.207165187436585,10.207165187436585,-10.207165187436585,10.207165187436585,-10.20070500340461,0.006460184031976013,0.0006333076027411682,1.8650106572123184,0.28629230737207695,0.01039181646446894,0.1,0.007459579114940884,10.13157229283474,0.07559289460184544,-6.7289004359210605,3.4782647515155247,2.412288319881378,63.46818682968101
180.0,-10.207734714918438,10.207734714918438,-10.207165187436585,10.207165187436585,-10.20070500340461,0.006460184031976013,0.0006333076027411682,2.289883802704552,0.32085288494140424,0.010174559726346406,0.1,0.01248935726008279,10.132629588186592,0.07453559924999299,-4.964166885029779,5.243567829888659,2.4146454414604386,63.46818682968101
185.0,-10.20892190446493,10.20892190446493,-10.207165187436585,10.207165187436585,-10.20070500340461,0.006460184031976013,0.0006333076027411682,1.7570448392281732,0.22423527359262238,0.009967613922598227,0.1,0.004715136661922961,10.133643725227204,0.07352146220938077,-7.1217153374065685,3.0872065670583613,2.4136417852286414,63.46818682968101
190.0,-10.207676035786326,10.207676035786326,-10.207165187436585,10.207165187436585,-10.20070500340461,0.006460184031976013,0.0006333076027411682,2.307929386330921,0.33270082783045957,0.009770230362190274,0.1,0.007528829167330449,10.134617562425584,0.07254762501100116,-4.881137983496505,5.326538052289821,2.415330352835526,63.46818682968101
195.0,-10.207955240070126,10.207955240070126,-10.207165187436585,10.207165187436585,-10.200950946228769,0.006214241207816329,0.0006091825399977732,1.1241497765102149,0.20111303454028495,0.009581732580062164,0.1,0.0069900236603148164,10.135553700032641,0.0716114874039433,-8.94424252004216,1.263712720027966,2.415124474102029,63.46818682968101
200.0,-10.208083055135294,10.208083055135294,-10.206294033237997,10.206294033237997,-10.200950946228769,0.005343087009228142,0.0005237832274062106,2.2159193433932085,0.2136057369772268,0.009401507732715983,0.1,0.004307763712930586,10.135583355119342,0.07071067811865475,-5.297784518711107,4.910298536424187,2.4171300736510206,63.46818682968101
205.0,-10.209313350077544,10.209313350077544,-10.206294033237997,10.206294033237997,-10.200950946228769,0.005343087009228142,0.0005237832274062106,1.4238019538469393,0.2000908301231251,0.0092289992043213,0.1,0.004167307092005546,10.136451003661039,0.06984302957695782,-8.182101346299184,2.0272120037783594,2.4156852357831595,63.46818682968101
210.0,-10.206709573551477,10.206709573551477,-10.206294033237997,10.206294033237997,-10.200959496910825,0.005334536327172401,0.000522944565046834,1.7949357051088284,0.2810804145293555,0.009063700228188858,0.1,0.007991923572995585,10.137287477303762,0.06900655593423542,-6.9849153880769475,3.221794185474529,2.4177397614391403,63.46818682968101
215.0,-10.206233044731743,10.206233044731743,-10.206233044731743,10.206233044731743,-10.200993882430282,0.005239162301460709,0.000513593318635785,1.123383516297788,0.15804956160617784,0.00890514836374373,0.1,0.008348165789788269,10.138033610784696,0.06819943394704735,-8.94424252004216,1.2619905246895833,2.4169431208507466,63.46818682968101
220.0,-10.206074017270124,10.206074017270124,-10.206074017270124,10.206074017270124,-10.200993882430282,0.005080134839841932,0.000498003910049561,1.647872110188436,0.2290680854069054,0.00875292069737064,0.1,0.00589977538333804,10.1386540310238,0.06741998624632421,-7.490591525733238,2.7154824915368865,2.419636231051653,63.46818682968101
225.0,-10.206281528449125,10.206281528449125,-10.205647835993837,10.205647835993837,-10.20105549643379,0.0045923395600464545,0.00045018278369840265,1.9149463313505972,0.24804134880392018,0.008606629658238704,0.1,0.004363576456452533,10.13898116932717,0.06666666666666667,-6.539262076496011,3.667019451953114,2.417916286809705,63.46818682968101
230.0,-10.205493076007228,10.205493076007228,-10.20544778583684,10.20544778583684,-10.20105549643379,0.0043922894030501425,0.0004305720525278637,1.723453115512587,0.2416897341691308,0.008465919358610652,0.1,0.00682661353538542,10.139509738497262,0.0659380473395787,-7.235202434637187,2.970290641370041,2.4196242153909857,63.46818682968101
235.0,-10.20595917924905,10.20595917924905,-10.20544778583684,10.20544778583684,-10.20105549643379,0.0043922894030501425,0.0004305720525278637,1.4226235738767534,0.20332019349303213,0.008330462383104772,0.1,0.001994327081872297,10.140214978531496,0.06523280730534423,-8.182101346299184,2.023857832949865,2.4203872837980067,63.46818682968101
240.0,-10.2062425137763,10.2062425137763,-10.20544778583684,10.20544778583684,-10.201193979714557,0.004253806122283876,0.00041699100426310134,2.2667631616672757,0.26932673911020666,0.00819995696360596,0.1,0.0032294652076373435,10.14089806340005,0.06454972243679027,-5.0680272826844766,5.138215231091823,2.4203802838971678,63.46818682968101
245.0,-10.2061155537702,10.2061155537702,-10.20544778583684,10.20544778583684,-10.201197078549148,0.004250707287692279,0.00041668710593098653,2.1802995251517836,0.19127497632711432,0.008074124486560983,0.1,0.005327517318703639,10.141560129336847,0.06388765649999399,-5.452409534393108,4.753706019377092,2.4214442196317774,63.46818682968101
250.0,-10.205540714298131,10.205540714298131,-10.204989355857428,10.204989355857428,-10.201228463185469,0.003760892671959226,0.0003686705660530651,1.1230753288430704,0.13553163278571023,0.007952707287670507,0.1,0.004009502021916176,10.14174380265406,0.06324555320336758,-8.94424252004216,1.2612981942559713,2.421533300156543,63.46818682968101
255.0,-10.205839457744574,10.205839457744574,-10.204989355857428,10.204989355857428,-10.201228463185469,0.003760892671959226,0.0003686705660530651,1.9834226811686702,0.2521854672150934,0.007835466695844054,0.1,0.00397646602543886,10.142366926748913,0.06262242910851495,-6.271873925570258,3.933965532174316,2.4220494823304644,63.46818682968101
260.0,-10.205037580713668,10.205037580713668,-10.204989355857428,10.204989355857428,-10.201230713624867,0.0037586422325617264,0.0003684498800268918,1.822517512325518,0.17396256965293824,0.007722181293981607,0.1,0.0059553995573134,10.142971988562824,0.062017367294604234,-6.883467497980477,3.3215700827331913,2.4218156987461033,63.46818682968101
265.0,-10.204449240077883,10.204449240077883,-10.204449240077883,10.204449240077883,-10.201239940580102,0.0032092994977812594,0.0003145989621334953,1.1225892926781922,0.19667184590600784,0.00761264536890015,0.1,0.007235789238423067,10.143019728394489,0.06142951168339512,-8.94424252004216,1.2602067200357236,2.4225876568579765,63.46818682968101
270.0,-10.205185486692603,10.205185486692603,-10.204449240077883,10.204449240077883,-10.201255241270486,0.003193998807397236,0.00031309860716703804,2.1929390373037516,0.3132617977467942,0.007506667526705747,0.1,0.004512162413938982,10.143591178132866,0.06085806194501846,-5.3962038653618976,4.808981621330705,2.423049441950682,63.46818682968101
275.0,-10.205686162457829,10.205686162457829,-10.204449240077883,10.204449240077883,-10.201315368508526,0.003133871569357183,0.0003072026945693149,1.1231400813859636,0.24765587831149377,0.007404069453259086,0.1,0.0064759869978299614,10.14414697116233,0.060302268915552716,-8.94424252004216,1.261443642415669,2.4231120020653587,63.46818682968101
280.0,-10.206267193332307,10.206267193332307,-10.204449240077883,10.204449240077883,-10.201336058315789,0.003113181762094186,0.000305173924699444,2.2155095744819517,0.20966731203403483,0.007304684802205441,0.1,0.0018792035408131855,10.144687809611163,0.05976143046671968,-5.297784518711107,4.9084826746212,2.424854433327809,63.46818682968101
285.0,-10.205351282721784,10.205351282721784,-10.204449240077883,10.204449240077883,-10.201372769705461,0.00307647037242198,0.000301574154956677,1.1229909895807826,0.18986992082647391,0.007208358195428734,0.1,0.0029055124351544835,10.145214352301974,0.05923488777590923,-8.94424252004216,1.2611087626796245,2.4237657405726787,63.46818682968101
290.0,-10.206384630312998,10.206384630312998,-10.204428583417595,10.204428583417595,-10.201372769705461,0.0030558137121339257,0.0002995492647037301,1.3426621213608956,0.1936451544892647,0.007114944322816925,0.1,0.007793809340193267,10.145706561466126,0.058722021951470346,-8.403643058175657,1.8027415721373412,2.4239440892004844,63.46818682968101
295.0,-10.20671717588585,10.20671717588585,-10.204428583417595,10.204428583417595,-10.201372769705461,0.0030558137121339257,0.0002995492647037301,2.498635971624662,0.19644329070437686,0.007024307129952162,0.1,0.005274726080187842,10.146206332443636,0.0582222509739582,-3.9635354571891295,6.24318171869672,2.4252509770383743,63.46818682968101
300.0,-10.205648736132531,10.205648736132531,-10.204428583417595,10.204428583417595,-10.201413253914005,0.0030153295035901806,0.0002955795857435028,1.687321293083927,0.23677641313826772,0.006936319083813028,0.1,0.005140537510324637,10.146693556498633,0.05773502691896257,-7.358595590038115,2.8470531460944164,2.425273635195813,63.46818682968101
305.0,-10.204363468444507,10.204363468444507,-10.204363468444507,10.204363468444507,-10.201413253914005,0.0029502145305020377,0.000289196649235842,1.1225510894397397,0.18802703526720374,0.006850860507838271,0.1,0.00580052445202892,10.14710363501312,0.057259833431386825,-8.94424252004216,1.2601209484023475,2.425174654850305,63.46818682968101
310.0,-10.204017844871636,10.204017844871636,-10.204017844871636,10.204017844871636,-10.201413253914005,0.0026045909576311033,0.00025531667944456545,2.0921142010036435,0.3466405204965668,0.006767818978784967,0.1,0.006529726194994267,10.14722166144693,0.05679618342470648,-5.827076014830522,4.3769418300411145,2.4257916093139045,63.46818682968101
315.0,-10.206805513602419,10.206805513602419,-10.204017844871636,10.204017844871636,-10.201454388929575,0.00256345594206131,0.00025128338022499264,1.1236382841289536,0.19966544331509425,0.006687088778746858,0.1,0.004802534744464795,10.147674227889736,0.0563436169819011,-8.94424252004216,1.262562993560259,2.4256844102741737,63.46818682968101
320.0,-10.206035008226584,10.206035008226584,-10.204017844871636,10.204017844871636,-10.201483845482858,0.00253399938877763,0.0002483951773250777,1.6524256294292887,0.22861063635357565,0.006608570396503526,0.1,0.0034587060282929415,10.148116145434141,0.05590169943749474,-7.4755245474317995,2.7305104607947843,2.4267893004784837,63.46818682968101
325.0,-10.205704179378742,10.205704179378742,-10.204017844871636,10.204017844871636,-10.201483845482858,0.00253399938877763,0.0002483951773250777,1.1413179758856495,0.24324619715390647,0.006532170073067538,0.1,0.005102298098207083,10.148547825249112,0.05547001962252291,-8.903097457299026,1.302606722079716,2.4263145752243274,63.46818682968101
330.0,-10.205771287793828,10.205771287793828,-10.204017844871636,10.204017844871636,-10.20150498705635,0.002512857815286651,0.0002463222650456928,2.6276576918090773,0.2767289007961093,0.006457799386900546,0.1,0.009466063938757473,10.148969656615318,0.055048188256318034,-3.3011863424704195,6.904584945323409,2.4274535039455065,63.46818682968101
335.0,-10.205349823762239,10.205349823762239,-10.204017844871636,10.204017844871636,-10.20150646696732,0.0025113779043159923,0.0002461771614268818,1.9080268486794032,0.2058911140815991,0.006385374874794214,0.1,0.007252852728335285,10.14938200840082,0.05463583647081531,-6.564783368480785,3.640566455281454,2.4274605542361622,63.46818682968101
340.0,-10.205028783931077,10.205028783931077,-10.204017844871636,10.204017844871636,-10.20151252679658,0.002505318075055385,0.0002455830023709328,1.5958080220312472,0.1952980130335945,0.006314817684869083,0.1,0.0032907937955410672,10.149785230416972,0.05423261445466404,-7.658425540751798,2.5466032431792787,2.4272465400719714,63.46818682968101
345.0,-10.205756576700628,10.205756576700628,-10.204017844871636,10.204017844871636,-10.201524498816138,0.0024933460554983355,0.0002444091621588207,1.141340930397926,0.1685106276654422,0.006246053258543567,0.1,0.00381433558990015,10.15017965466582,0.05383819020581655,-8.903097457299026,1.3026591194016017,2.4265511396981143,63.46818682968101
350.0,-10.205642361843148,10.205642361843148,-10.204017844871636,10.204017844871636,-10.201524498816138,0.0024933460554983355,0.0002444091621588207,1.1231205820396084,0.2931167902467129,0.006179011038674443,0.1,0.010828189526387505,10.150565596489152,0.05345224838248487,-8.94424252004216,1.2613998418009889,2.426870882837937,63.46818682968101
355.0,-10.20548308905108,10.20548308905108,-10.204017844871636,10.204017844871636,-10.201524498816138,0.0024933460554983355,0.0002444091621588207,1.123049673437876,0.23261914528822644,0.006113624201376233,0.1,0.008779087763581049,10.15094335562821,0.053074489243427524,-8.94424252004216,1.2612405690089208,2.428295140102065,63.46818682968101
360.0,-10.205388730965172,10.205388730965172,-10.204017844871636,10.204017844871636,-10.20154189641072,0.002475948460915589,0.00024270335661579935,1.8709152093585997,0.28424312283552,0.006049829409295642,0.1,0.004571101772255002,10.151313217202164,0.05270462766947299,-6.705065010355839,3.500323720609333,2.4298088019187833,63.46818682968101
365.0,-10.20497921469715,10.20497921469715,-10.204017844871636,10.204017844871636,-10.201551408033895,0.0024664368377411705,0.00024177076006290667,1.7233040300712952,0.17932321064933973,0.0059875665843537335,0.1,0.004527687591819271,10.151675452612615,0.052342392259021375,-7.235202434637187,2.9697767800599637,2.4288158712642614,63.46818682968101
370.0,-10.20532594229912,10.20532594229912,-10.204017844871636,10.204017844871636,-10.201608759616917,0.0024090852547189456,0.00023614758333561202,2.41168746212581,0.2963330923917676,0.005926778698176997,0.1,0.013018198252433952,10.152030320380632,0.05198752449100364,-4.389089527324294,5.816236414974827,2.42901102429436,63.46818682968101
375.0,-10.206868478442063,10.206868478442063,-10.204017844871636,10.204017844871636,-10.201608759616917,0.0024090852547189456,0.00023614758333561202,1.7743889739893255,0.2512033137009155,0.005867411578622623,0.1,0.0049064345816858205,10.152378066922203,0.051639777949432225,-7.058412247427172,3.148456231014891,2.428460968511322,63.46818682968101
380.0,-10.205760689062423,10.205760689062423,-10.204017844871636,10.204017844871636,-10.201608759616917,0.0024090852547189456,0.00023614758333561202,1.9875552900135536,0.3168551731541658,0.005809413730966143,0.1,0.011095915385445913,10.152718927267378,0.051298917604257706,-6.25538465820156,3.9503760308608626,2.4303520369930673,63.46818682968101
385.0,-10.206355516184342,10.206355516184342,-10.204017844871636,10.204017844871636,-10.201608759616917,0.0024090852547189456,0.00023614758333561202,1.5462748873931036,0.23130730951666942,0.005752736172463994,0.1,0.002413800062797573,10.153053125727874,0.050964719143762556,-7.815389488801789,2.390966027382553,2.429519304525899,63.46818682968101
390.0,-10.20600564040374,10.20600564040374,-10.204017844871636,10.204017844871636,-10.20162494141315,0.002392903458485307,0.0002345610108416549,1.422639903174572,0.18186096058216425,0.005697332279131652,0.1,0.005284285029220627,10.153380876517453,0.05063696835418333,-8.182101346299184,2.0239042941045557,2.4300290090273955,63.46818682968101
395.0,-10.204939276497418,10.204939276497418,-10.204017844871636,10.204017844871636,-10.201648772187706,0.0023690726839298293,0.00023222449006365765,1.5532658657767915,0.1880121495124318,0.005643157643691935,0.1,0.004557606133373132,10.153702384328973,0.05031546054266276,-7.792304426710091,2.4126348497873273,2.430441932916842,63.46818682968101
400.0,-10.205312956947441,10.205312956947441,-10.204017844871636,10.204017844871636,-10.201648772187706,0.0023690726839298293,0.00023222449006365765,2.366655390245078,0.34184923159688047,0.005590169943749474,0.1,0.0043395679131512455,10.154017844871635,0.05,-4.60425522077136,5.601057736176082,2.429261009406926,63.46818682968101
405.0,-10.205927269348944,10.205927269348944,-10.204017844871636,10.204017844871636,-10.201648772187706,0.0023690726839298293,0.00023222449006365765,2.0067240768101557,0.32126185859240747,0.005538328819337854,0.1,0.007152310781466472,10.15432744537164,0.049690399499995326,-6.178985748899368,4.026941520449576,2.4303717596917487,63.46818682968101
410.0,-10.205488783357092,10.205488783357092,-10.204017844871636,10.204017844871636,-10.201676930627917,0.0023409142437191832,0.00022946367147651863,1.6294203207752,0.3537568905965115,0.005487595759066671,0.1,0.009872176865833618,10.154631365039156,0.04938647983247948,-7.550478201601937,2.655010581755155,2.430402443478711,63.46818682968101
415.0,-10.205875026213583,10.205875026213583,-10.204017844871636,10.204017844871636,-10.201685235468268,0.002332609403367769,0.00022864941914282652,2.104468698367149,0.21209262904782117,0.005437933994168067,0.1,0.004794150925166852,10.154929775504254,0.0490880693673816,-5.777086523806461,4.428788502407122,2.429281649987823,63.46818682968101
420.0,-10.205302458359782,10.205302458359782,-10.204017844871636,10.204017844871636,-10.201685235468268,0.002332609403367769,0.00022864941914282652,2.1584313959576975,0.29459240408925735,0.005389308399806988,0.1,0.008826144611356071,10.155222841224209,0.048795003647426664,-5.546476367303887,4.658826091055895,2.4299583107163167,63.46818682968101
425.0,-10.20543256481238,10.20543256481238,-10.204017844871636,10.204017844871636,-10.20168698657932,0.0023308582923160515,0.00022847773073045449,1.1230271789988977,0.20165915243731228,0.005341685403077473,0.1,0.003334245536738485,10.15551071986437,0.048507125007266595,-8.94424252004216,1.2611900447702205,2.4297930545348203,63.46818682968101
430.0,-10.204838248016568,10.204838248016568,-10.204017844871636,10.204017844871636,-10.201688938057027,0.0023289068146095104,0.00022828639735540348,1.1152178230581333,0.2159286988195607,0.005295032897159441,0.1,0.0071887994481714575,10.155793562654594,0.04822428221704121,-8.961127455150047,1.243710792866521,2.4307593948177297,63.46818682968101
435.0,-10.205738902787324,10.205738902787324,-10.204017844871636,10.204017844871636,-10.201712032089262,0.0023058127823745167,0.00022602213972729607,2.253380393689699,0.1756106315319236,0.005249320161157292,0.1,0.004788200189106469,10.156071514723097,0.04794633014853841,-5.128015704122182,5.077723198665142,2.4313596893331066,63.46818682968101
